PT1502003-1|1|AGUA DE COCO TPA 250 cm3 x 24|1000305|71.0000|0.00000|0.0000|1000305|16.00000|6.92000
PT3200003-1|1|COLADO PERA TCA 160 g x 24|1000305|257.0000|0.00000|0.0000|1000305|16.00000|4.56000
PT4400001-1|1|CREAMER MAITA 390 g x 24|1000305|1932.0000|0.00000|0.0000|1000305|16.00000|10.70000
PT1100005-1|1|COCTEL DE FRUTAS VIDRIO 250 cm3 x 24|1000305|0.0000|0.00000|0.0000|1000305|16.00000|10.97000
PT4000001-1|1|LECHE CONDENSADA AZUCARADA LATA 397 g x 24|1000305|1311.1700|0.00000|0.0000|1000305|16.00000|10.20000
PT1502001-1|1|JUGO DE MANZANA 100% TPA 250 cm3 x 24|1000305|3.0000|0.00000|0.0000|1000305|16.00000|6.92000
PT1900002-1|1|NECTAR DE MANZANA PET 500 cm3 x 12|1000305|4003.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT1300009-1|1|TE NEGRO DE DURAZNO TBA 1000  cm3 x 12|1000305|0.0000|0.00000|0.0000|1000305|16.00000|13.31000
PT1000008-1|1|NECTAR DE TAMARINDO ALUMINIO 340 cm3 x 24|1000305|0.0000|0.00000|0.0000|1000305|16.00000|9.20000
PT1200005-1|1|COCTEL DE FRUTAS VIDRIO 1000 cm3 x 12|1000305|0.0000|0.00000|0.0000|1000305|16.00000|18.36000
PT4100001-1|1|LECHE EN POLVO 125 g x 16|1000305|0.0000|0.00000|0.0000|1000305|16.00000|2.00000
PT1300003-1|1|NECTAR DE PERA TBA 1000 cm3 x 12|1000305|5969.5900|0.00000|0.0000|1000305|16.00000|13.31000
PT1301001-1|1|NECTAR DE DURAZNO SIN AZUCAR AÑADIDA TBA 1000 cm3 x 12|1000305|75.0800|0.00000|0.0000|1000305|16.00000|13.31000
PT1500002-1|1|NECTAR DE MANZANA TPA 250 cm3 x 24|1000305|400.2800|0.00000|0.0000|1000305|16.00000|6.92000
PT4000005-1|1|LECHE CONDENSADA AZUCARADA BOLSA 5 kg x 2|1000305|0.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT1100004-1|1|NARANJADA VIDRIO 250 cm3 x 24|1000305|0.0000|0.00000|0.0000|1000305|16.00000|10.97000
PT1500004-1|1|NARANJADA TPA 250 cm3 x 24|1000305|1348.3700|0.00000|0.0000|1000305|16.00000|6.92000
PT1100001-1|1|NECTAR DE DURAZNO VIDRIO 250 cm3 x 24|1000305|332.2500|0.00000|0.0000|1000305|16.00000|10.97000
MP1000003-1|1|Leche Entera En Polvo Nacional 26%|1000307|0.0000|0.00000|0.0000|1000307|0.00000|0.00000
PT4300005-1|1|DULCE DE LECHE BOLSA 5 kg x 2|1000305|0.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT4000006-1|1|LECHE CONDENSADA kg|1000305|0.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT4100002-1|1|LECHE EN POLVO 900 g x 12|1000305|0.5800|0.00000|0.0000|1000305|16.00000|11.00000
PT6000002-1|1|BEBIDA DE MANZANA JUCOSA TBA 1000 cm3 x 12|1000305|0.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT1400003-1|1|NECTAR DE PERA TBA 500 cm3 x 12|1000305|0.0000|0.00000|0.0000|1000305|16.00000|6.70000
PT1000004-1|1|NARANJADA ALUMINIO 340 cm3 x 24|1000305|1.8600|0.00000|0.0000|1000305|16.00000|9.20000
PT6000003-1|1|BEBIDA DE PERA JUCOSA TBA 1000 cm3 x 12|1000305|0.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT1400002-1|1|NECTAR DE MANZANA TBA 500 cm3 x 12|1000305|1.0000|0.00000|0.0000|1000305|16.00000|6.70000
PT1100003-1|1|NECTAR DE PERA VIDRIO 250 cm3 x 24|1000305|35.0000|0.00000|0.0000|1000305|16.00000|10.97000
PT1301006-1|1|NECTAR DE MANGO SIN AZUCAR AÑADIDA TBA 1000 cm3 x 12|1000305|0.0000|0.00000|0.0000|1000305|16.00000|13.31000
PT4403001-1|1|CREAMER GRANJA FLOR 390 g x 24|1000305|523.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT1302001-1|1|JUGO DE MANZANA 100% TBA 1000 cm3 x 12|1000305|2.2500|0.00000|0.0000|1000305|16.00000|13.31000
PT1700001-1|1|NECTAR DE DURAZNO TCA 150 cm3 x 6 x 6 (SIX PACK)|1000305|2.0000|0.00000|0.0000|1000305|16.00000|6.40000
PT1500001-1|1|NECTAR DE DURAZNO TPA 250 cm3 x 24|1000305|229.3600|0.00000|0.0000|1000305|16.00000|6.92000
PT3100003-1|1|COLADO DE PERA 186 g x 24|1000305|3463.2100|0.00000|0.0000|1000305|16.00000|7.84000
PT1800002-1|1|NECTAR DE MANZANA PET 1,5 L x 6|1000305|2406.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT4400003-1|1|CREAMER MAITA 5 kg x 2|1000305|0.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT1200002-1|1|NECTAR DE MANZANA VIDRIO 1000 cm3 x 12|1000305|0.0000|0.00000|0.0000|1000305|16.00000|18.36000
PT1400001-1|1|NECTAR DE DURAZNO TBA 500 cm3 x 12|1000305|0.0000|0.00000|0.0000|1000305|16.00000|6.70000
PT2000004-1|1|NARANJADA TPA 330 cm3 x 12|1000305|0.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT1900003-1|1|NECTAR DE PERA PET 500 cm3 x 12|1000305|6840.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT4300006-1|1|DULCE DE LECHE  kg|1000305|0.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT1600003-1|1|NECTAR DE PERA TCA 150 cm3 x 24|1000305|1807.0000|0.00000|0.0000|1000305|16.00000|3.74000
PT1000007-1|1|NECTAR DE GUAYABA ALUMINIO 340 cm3 x 24|1000305|266.5800|0.00000|0.0000|1000305|16.00000|9.20000
PT1400004-1|1|NARANJADA TBA 500 cm3 x 12|1000305|0.0000|0.00000|0.0000|1000305|16.00000|6.70000
PT1900010-1|1|TE NEGRO DE LIMON PET 500 cm3 x 12|1000305|2859.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT1300001-1|1|NECTAR DE DURAZNO TBA 1000 cm3 x 12|1000305|20642.0900|0.00000|0.0000|1000305|16.00000|13.31000
PT1200004-1|1|NARANJADA VIDRIO 1000 cm3 x 12|1000305|5000.0000|0.00000|0.0000|1000305|16.00000|18.36000
PT4000002-1|1|LECHE CONDENSADA AZUCARADA TUBO 50 g x 24 x 6|1000305|743.0600|0.00000|0.0000|1000305|16.00000|9.00000
PT3100002-1|1|COLADO DE MANZANA 186 g x 24|1000305|3794.4200|0.00000|0.0000|1000305|16.00000|7.84000
PT1501001-1|1|NECTAR DE DURAZNO SIN AZUCAR AÑADIDA TPA 250 cm3 x 24|1000305|195.0000|0.00000|0.0000|1000305|16.00000|6.92000
PT4500001-1|1|LECHE CONDENSADA SEMIDESCREMADA MAITA LATA 390 g x 24|1000305|72.0000|0.00000|0.0000|1000305|16.00000|10.70000
PT4000004-1|1|LECHE CONDENSADA AZUCARADA TETRA 100 g x 24|1000305|-16.0000|0.00000|40.0000|1000305|16.00000|2.70000
PT1100007-1|1|NECTAR DE GUAYABA VIDRIO 250 cm3 x 24|1000305|13.0000|0.00000|0.0000|1000305|16.00000|10.97000
PT1900001-1|1|NECTAR DE DURAZNO PET 500 cm3 x 12|1000305|568.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT3400003-1|1|COLADO PERA TCA 160 g x 24 (THREE PACK)|1000305|1175.1300|0.00000|0.0000|1000305|16.00000|4.87000
PT1900009-1|1|TE NEGRO DE DURAZNO PET 500 cm3 x 12|1000305|2856.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT4400002-1|1|CREAMER MAITA TPA 340 g x 24|1000305|188.0000|0.00000|0.0000|1000305|16.00000|8.40000
PT1200003-1|1|NECTAR DE PERA VIDRIO 1000 cm3 x 12|1000305|0.0000|0.00000|0.0000|1000305|16.00000|18.36000
SER00001-1|1|SERVICIO ENVASADO COLADO PERA SIN AZUCAR AÑADIDA 113 g x 24|1000305|0.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT4000003-1|1|LECHE CONDENSADA AZUCARADA TPA 340 g x 24|1000305|1795.8300|0.00000|0.0000|1000305|16.00000|8.40000
PT1302003-1|1|AGUA DE COCO TBA 1000 cm3 x 12|1000305|223.5800|0.00000|0.0000|1000305|16.00000|13.31000
PT1300005-1|1|COCTEL DE FRUTAS TBA 1000 cm3 x 12|1000305|4092.7500|0.00000|0.0000|1000305|16.00000|13.31000
PT1800001-1|1|NECTAR DE DURAZNO PET 1,5 L x 6|1000305|1.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT1600001-1|1|NECTAR DE DURAZNO TCA 150 cm3 x 24|1000305|21.0000|0.00000|0.0000|1000305|16.00000|3.74000
PT1501003-1|1|NECTAR DE PERA SIN AZUCAR AÑADIDA TPA 250 cm3 x 24|1000305|5832.0000|0.00000|0.0000|1000305|16.00000|6.92000
PT1300004-1|1|NARANJADA TBA 1000 cm3 x 12|1000305|5815.3300|0.00000|0.0000|1000305|16.00000|13.31000
PT3001001-1|1|COLADO DURAZNO SIN AZUCAR AÑADIDA 113 g x 24|1000305|0.0000|0.00000|0.0000|1000305|16.00000|4.70000
PT4200001-1|1|LECHE ENTERA NATULAC TBA 1000 cm3 x 12|1000305|6877.0000|0.00000|0.0000|1000305|16.00000|12.90000
PT1800004-1|1|NARANJADA 60% PET 1,5 L x 6|1000305|3134.6700|0.00000|0.0000|1000305|16.00000|0.00000
PT1500003-1|1|NECTAR DE PERA TPA 250 cm3 x 24|1000305|505.2300|0.00000|0.0000|1000305|16.00000|6.92000
PT3400001-1|1|COLADO DURAZNO TCA 160 g x 24 (THREE PACK)|1000305|131.6300|0.00000|0.0000|1000305|16.00000|4.87000
PT1600002-1|1|NECTAR DE MANZANA TCA 150 cm3 x 24|1000305|1297.0000|0.00000|0.0000|1000305|16.00000|3.74000
PT1301007-1|1|NECTAR DE GUAYABA SIN AZUCAR AÑADIDA TBA 1000 cm3 x 12|1000305|0.0000|0.00000|0.0000|1000305|16.00000|13.31000
PT4500002-1|1|LECHE CONDENSADA SEMIDESCREMADA MAITA TPA 340 g x 24|1000305|213.0000|0.00000|0.0000|1000305|16.00000|8.40000
PT1300002-1|1|NECTAR DE MANZANA TBA 1000 cm3 x 12|1000305|1162.4200|0.00000|2.0000|1000305|16.00000|13.31000
PT1200001-1|1|NECTAR DE DURAZNO VIDRIO 1000 cm3 x 12|1000305|0.0000|0.00000|0.0000|1000305|16.00000|18.36000
PT1700003-1|1|NECTAR DE PERA TCA 150 cm3 x 6 x 6 (SIX PACK)|1000305|18.0000|0.00000|0.0000|1000305|16.00000|6.40000
PT2000002-1|1|NECTAR DE MANZANA TPA 330 cm3 x 12|1000305|0.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT1800009-1|1|TE NEGRO DE DURAZNO PET 1,5 L x 6|1000305|4269.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT3001003-1|1|COLADO PERA SIN AZUCAR AÑADIDA 113 g x 24|1000305|35.0000|0.00000|0.0000|1000305|16.00000|4.70000
PT1700002-1|1|NECTAR DE MANZANA TCA 150 cm3 x 6 x 6 (SIX PACK)|1000305|12.0000|0.00000|0.0000|1000305|16.00000|6.40000
PT2000003-1|1|NECTAR DE PERA TPA 330 cm3 x 12|1000305|0.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT1800010-1|1|TE NEGRO DE LIMON PET 1,5 L x 6|1000305|3950.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT1302002-1|1|JUGO DE NARANJA 100% TBA 1000 cm3 x 12|1000305|798.0000|0.00000|0.0000|1000305|16.00000|13.31000
PT3100001-1|1|COLADO DE DURAZNO 186 g x 24|1000305|0.0000|0.00000|0.0000|1000305|16.00000|7.84000
PT4200002-1|1|LECHE DESCREMADA NATULAC TBA 1000 cm3 x 12|1000305|2418.0000|0.00000|0.0000|1000305|16.00000|13.00000
PT1000002-1|1|NECTAR DE MANZANA ALUMINIO 340 cm3 x 24|1000305|11.0300|0.00000|0.0000|1000305|16.00000|9.20000
PT1100006-1|1|NECTAR DE MANGO VIDRIO 250 cm3 x 24|1000305|778.0000|0.00000|0.0000|1000305|16.00000|10.97000
PT1200006-1|1|NECTAR DE MANGO VIDRIO 1000 cm3 x 12|1000305|0.0000|0.00000|0.0000|1000305|16.00000|18.36000
PT3001002-1|1|COLADO MANZANA SIN AZUCAR AÑADIDA 113 g x 24|1000305|263.0000|0.00000|0.0000|1000305|16.00000|4.70000
PT1200007-1|1|NECTAR DE GUAYABA VIDRIO 1000 cm3 x 12|1000305|0.0000|0.00000|0.0000|1000305|16.00000|18.36000
PT1900004-1|1|NARANJADA 60% PET 500 cm3 x 12|1000305|5810.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT3400002-1|1|COLADO MANZANA TCA 160 g x 24 (THREE PACK)|1000305|2047.6300|0.00000|0.0000|1000305|16.00000|4.87000
PT1800003-1|1|NECTAR DE PERA PET 1,5 L x 6|1000305|2016.0000|0.00000|0.0000|1000305|16.00000|0.00000
PT1100002-1|1|NECTAR DE MANZANA VIDRIO 250 cm3 x 24|1000305|64.2000|0.00000|0.0000|1000305|16.00000|10.97000
PT1000006-1|1|NECTAR DE MANGO ALUMINIO 340 cm3 x 24|1000305|1043.3700|0.00000|0.0000|1000305|16.00000|9.20000
PT1300010-1|1|TE NEGRO DE LIMON TBA 1000 cm3 x 12|1000305|1736.0000|0.00000|0.0000|1000305|16.00000|13.31000
PT1300006-1|1|NECTAR DE MANGO TBA 1000 cm3 x 12|1000305|1551.0000|0.00000|0.0000|1000305|16.00000|13.31000
PT3000002-1|1|COLADO DE MANZANA 113 g x 24|1000305|3424.0300|0.00000|0.0000|1000305|16.00000|4.70000
PT4300002-1|1|DULCE DE LECHE NATULAC TUBO 40 g x 24 x 6|1000305|0.9000|0.00000|0.0000|1000305|16.00000|7.00000
PT3000001-1|1|COLADO DE DURAZNO 113 g x 24|1000305|61.2100|0.00000|0.0000|1000305|16.00000|4.70000
PT1501002-1|1|NECTAR DE MANZANA SIN AZUCAR AÑADIDA TPA 250 cm3 x 24|1000305|8259.0000|0.00000|0.0000|1000305|16.00000|6.92000
PT3000003-1|1|COLADO DE PERA 113 g x 24|1000305|6244.2900|0.00000|0.0000|1000305|16.00000|4.70000
PT1000003-1|1|NECTAR DE PERA ALUMINIO 340 cm3 x 24|1000305|9.1500|0.00000|0.0000|1000305|16.00000|9.20000
SM3000003-1|1|NECTAR DE PERA TCA 150 cm3|100|0.0000|0.00000|0.0000|100|16.00000|0.00000
PT1301003-1|1|NECTAR DE PERA SIN AZUCAR AÑADIDA TBA 1000 cm3 x 12|1000305|1687.3300|0.00000|0.0000|1000305|16.00000|13.31000
PT4300001-1|1|DULCE DE LECHE LATA 380 g x 24|1000305|3.4100|0.00000|0.0000|1000305|16.00000|10.30000
PT1000005-1|1|COCTEL DE FRUTAS ALUMINIO 340 cm3 x 24|1000305|11.2900|0.00000|0.0000|1000305|16.00000|9.20000
PT1102001-1|1|JUGO DE MANZANA 100% VIDRIO 250 cm3 x 24|1000305|0.0000|0.00000|0.0000|1000305|16.00000|10.97000
PT1000001-1|1|NECTAR DE DURAZNO ALUMINIO 340 cm3 x 24|1000305|16.4600|0.00000|0.0000|1000305|16.00000|9.20000
PT3200002-1|1|COLADO MANZANA TCA 160 g x 24|1000305|44.0000|0.00000|0.0000|1000305|16.00000|4.56000
PT1301002-1|1|NECTAR DE MANZANA SIN AZUCAR AÑADIDA TBA 1000 cm3 x 12|1000305|1208.6700|0.00000|0.0000|1000305|16.00000|13.31000
PT3200001-1|1|COLADO DURAZNO TCA 160 g x 24|1000305|233.0000|0.00000|0.0000|1000305|16.00000|4.56000
PT1502002-1|1|JUGO DE NARANJA 100 % TPA 250 cm3 x 24|1000305|644.0000|0.00000|0.0000|1000305|16.00000|6.92000
PT1103001-1|1|NECTAR DE MANGO TWINS VIDRIO 250 cm3 x 24|1000305|0.0000|0.00000|0.0000|1000305|16.00000|10.97000
PT1100008-1|1|NECTAR DE TAMARINDO VIDRIO 250 cm3 x 24|1000305|0.0000|0.00000|0.0000|1000305|16.00000|10.97000
